class_id,mean_iou,std_iou,count
1,0.532062378302604,0.323675639478245,628
2,0.3459844583139709,0.28687126370515037,369
4,0.31754379834512353,0.2972564241462157,68
3,0.3755182154691791,0.27104295792683797,113
