class_id,mean_iou,std_iou,count
1,0.5459120916825525,0.32709080324909773,642
2,0.3284899182940808,0.28322404147167335,355
4,0.462255791357005,0.29203393961097635,44
3,0.39766365644183865,0.27502324922605126,112
