class_id,mean_iou,std_iou,count
1,0.5295533083078329,0.3178917420396507,431
2,0.3712585653432311,0.2926239709597644,260
3,0.3721350438272729,0.26086469147925795,98
4,0.4178174073290376,0.31642669274414514,31
