class_id,mean_iou,std_iou,count
1,0.5660972371535241,0.3323804229052986,420
2,0.33888565821590877,0.2832126490758588,291
3,0.4015442697959329,0.269275826658698,82
4,0.519968636079857,0.31008753525883664,23
