class_id,mean_iou,std_iou,count
1,0.5397760799388034,0.32367509046006054,413
2,0.36808364633464685,0.2903336154875923,295
3,0.3443893774199417,0.265231321087923,87
4,0.41460894112408003,0.2764133329953774,42
