class_id,mean_iou,std_iou,count
2,0.36984217608673936,0.28812853763500806,279
1,0.5385966559932192,0.3315749817584629,401
3,0.3962781248001761,0.25268963329140787,98
4,0.46374520713147066,0.3269453424785068,28
