class_id,mean_iou,std_iou,count
1,0.5204229137696295,0.32655184731865605,425
2,0.3630939510086946,0.2753024321746746,282
3,0.32748754397497243,0.2628951947348551,96
4,0.372549884680125,0.28254833131433343,32
