class_id,mean_iou,std_iou,count
2,0.3567397224423646,0.2880977303226507,273
1,0.5377162627809681,0.3340647203225704,455
3,0.40756664646346674,0.2692093186383191,78
4,0.4223367694857598,0.295650625267958,33
