class_id,mean_iou,std_iou,count
2,0.36379129372296287,0.29785952549503314,389
3,0.36782457560601206,0.2906425676085808,101
4,0.4838929973553879,0.29011952194994567,53
1,0.5373607751711449,0.3378031084746812,628
