class_id,mean_iou,std_iou,count
-1,0.455535569706845,0.32221856851474123,8167
1,0.5412667984228682,0.32805858793047243,4339
2,0.3546857949809417,0.2898472262328282,2694
3,0.3652742455177091,0.2695054617025059,798
4,0.3713987495154447,0.2925192985585651,336
